100	0.866847904	1.066981384	1.225890393	1.041244251	1	0
130	0.847062784	1.103507346	1.236660199	1.037369355	2	1
140	0.704499315	1.120904904	1.162923412	1.037369355	2	1
200	0.699814433	1.199079666	1.222830652	1.027223496	3	1
210	0.859513574	1.197209382	1.073664273	1.024723804	3	1
250	0.593652219	1.222192913	1.1772626	1.01976074	3	1
260	0.601670663	1.183919141	1.167816849	1.018489835	4	2
320	0.709157102	1.192631157	1.119023253	1.009315778	5	2
370	0.630268387	1.166009563	1.188768557	1.001522142	5	2
390	0.933129611	1.154039915	1.166347886	1.000285225	6	2
440	0.565120684	1.165362254	1.236825527	0.993207227	7	3
520	0.739686039	1.12665856	1.174013903	0.98271997	8	3
580	0.799423049	1.124413525	1.237047125	0.973641618	9	4
700	0.757987707	1.105660878	1.160294312	0.959181814	10	5
800	0.778950074	1.081841299	1.125321998	0.945668773	12	6
900	0.750437496	1.081880448	1.100500271	0.933540373	14	7
1000	0.775174825	1.05009697	1.149789836	0.92132324	15	7
1100	0.696045809	1.033380418	1.148984078	0.910329024	17	8
1200	0.814962778	1.029330437	1.161726242	0.898148675	18	9
1300	0.616750697	1.014993672	1.154002365	0.887236105	20	10
1400	0.67235557	0.989251394	1.130263278	0.87615996	21	10
1500	0.745696391	0.976809557	1.127357887	0.866211379	23	11
1600	0.808826572	0.949898612	1.133894008	0.855175869	25	12
1700	0.645765029	0.961604981	1.110422895	0.845276808	26	13
1800	0.564510797	0.935805351	1.19073054	0.83592881	28	14
1900	0.759277031	0.929144385	1.088619954	0.826172258	29	14
2000	0.796961014	0.921268368	1.084045886	0.816127448	31	15
2100	0.877511988	0.903438265	1.057427969	0.807106988	32	16
2200	0.57558751	0.891826563	1.093230939	0.798657209	34	17
2300	0.850122883	0.889618979	1.022837194	0.78967108	35	17
2400	0.654812203	0.875771962	1.096799701	0.780489312	37	18
2500	0.716954222	0.859652016	1.057120014	0.772235467	39	19
2600	0.667771315	0.859044362	1.068741875	0.764496569	40	20
2800	0.549122941	0.828520896	1.082649075	0.747833396	43	21
2900	0.575009346	0.823541029	1.049922803	0.740252435	45	22
3000	0.579643791	0.808564281	1.007082573	0.73313834	46	23
3100	0.659430739	0.795346176	1.093261683	0.726159683	48	24
3200	0.774854869	0.799080019	0.969184019	0.718067136	50	24
3300	0.726836431	0.782554845	1.072860608	0.710813274	51	25
3400	0.726194083	0.777038487	1.000169709	0.704251263	53	26
3500	0.809070245	0.772866277	1.030325825	0.6978093	54	27
3600	0.485982012	0.762472568	0.986949021	0.690629784	56	28
3700	0.561327589	0.745828191	1.037924933	0.683626092	57	28
3800	0.630400742	0.744699473	0.980750111	0.677554304	59	29
3900	0.610514968	0.732041289	0.937863586	0.671589423	60	30
4000	0.820275825	0.733562066	1.021947386	0.664936733	62	31
4100	0.737953222	0.719797007	0.994093993	0.658797746	64	32
4200	0.957921361	0.713403261	1.069369008	0.652807491	65	32
4300	0.80996526	0.698656301	0.984757454	0.647268591	67	33
4400	0.570882523	0.693595076	1.010188715	0.641086798	68	34
4500	0.742556771	0.69004319	1.067235392	0.635507531	70	35
4600	0.718569688	0.684698888	0.952199814	0.629804672	71	35
4700	0.606483439	0.675303644	0.948630857	0.624647699	73	36
4800	0.558584546	0.671022983	0.980467378	0.618888519	75	37
4900	0.694950191	0.663759073	0.972286616	0.613687371	76	38
5100	0.798369162	0.65389199	0.971177404	0.603554536	79	39
5300	0.610650679	0.639884606	0.945741719	0.593315862	82	41
5500	0.796633344	0.632048017	0.963249817	0.583839392	85	42
5700	0.727425338	0.619144482	0.934246176	0.574253375	89	44
5900	0.603462713	0.605708476	0.942916947	0.565584346	92	46
6000	0.63177069	0.602007075	0.982082281	0.560649364	93	46
6300	0.714106758	0.588833347	0.941088964	0.548378695	98	49
6600	0.568673959	0.573251385	0.906193195	0.535791536	103	51
6900	0.707032779	0.558823924	0.908404207	0.523769248	107	53
7200	0.820089442	0.548225486	0.923538898	0.512727893	112	56
7500	0.574407389	0.535308541	0.847210493	0.498197765	117	58
7800	0.758366756	0.522757479	0.915961239	0.477574654	121	60
8000	0.558689861	0.513454599	1.029811177	0.484907341	125	62
8500	0.685506488	0.491449718	0.853328317	0.469066768	132	66
9000	0.556220808	0.47939472	0.956739232	0.45434928	140	70
9500	0.443872519	0.456776059	0.831114108	0.440527252	148	74
10000	0.599057808	0.446170969	0.776389819	0.427194644	156	78
10500	0.621510019	0.435340913	0.781880121	0.414702404	164	82
11000	0.608844425	0.419516809	0.747888252	0.403113094	171	85
11500	0.864181737	0.410780779	0.73847191	0.392195213	179	89
12000	0.599858364	0.398196787	0.781497862	0.381592461	187	93
12500	0.573909394	0.383981436	0.677926445	0.371714069	195	97
13000	0.603977407	0.373825407	0.752455627	0.36241114	203	101
13500	0.713977213	0.366046348	0.781845073	0.353562493	210	105
14000	0.498932172	0.356460701	0.501477763	0.344922677	218	109
14500	0.418061263	0.346397302	0.74150189	0.336831496	226	113
15000	0.560942247	0.338989666	0.730102867	0.329174679	234	117
16000	0.733906688	0.324030249	0.670443489	0.31451191	250	124
17000	0.475977914	0.306187346	0.662415011	0.301418694	265	132
18000	0.607102082	0.295696332	0.662822345	0.28922233	281	140
19000	0.588232934	0.28405963	0.564961193	0.278067592	296	148
20000	0.461553174	0.271807443	0.644938415	0.26765511	312	156
