5	0.994451744	1.015344889	1
6	0.952750087	1.01834417	1
9	1.045605307	1.027302971	2
13	1.04955026	1.039576737	3
17	1.01610638	1.047657382	4
18	1.111472195	1.048927061	4
19	1.004419327	1.053595272	5
21	0.918999779	1.055976934	6
22	0.918107183	1.046943927	6
23	0.924608016	1.055635479	7
25	0.926999504	1.054569953	9
26	0.855733153	1.038958825	9
27	0.820027412	1.050257873	10
28	0.966856149	1.043131413	11
29	0.816079615	1.051956459	12
30	0.725280996	1.04661057	13
31	0.719019308	1.042220175	14
32	0.826050862	1.030699144	15
33	1.100408409	1.04455059	16
35	0.903345372	1.045911047	18
36	0.929354251	1.033005494	19
37	0.843512396	1.021383184	20
38	0.926384261	1.026138426	21
39	0.917227923	1.023656121	22
41	0.847506042	1.020746888	25
42	0.877055706	1.022612281	26
44	0.82103865	1.015521245	28
45	0.701674852	1.011091687	30
46	0.79646412	1.002470405	31
47	0.808998201	1.003356001	33
48	0.777391845	0.99235927	34
49	0.829383969	0.982190715	36
50	0.68872379	0.979706229	37
51	0.959870168	0.960795001	39
52	0.995976892	0.943558986	40
53	0.800760236	0.936063278	42
54	0.725045692	0.923858923	43
55	0.751342174	0.908466697	45
56	0.687069053	0.90399221	47
57	0.863113722	0.886600709	49
58	0.895324745	0.890802645	50
59	0.69996825	0.872398522	52
60	1.107240225	0.87051623	54
61	0.842298535	0.851684645	56
62	0.775582626	0.851637139	58
63	0.816850676	0.828647555	60
64	0.71813581	0.823195602	62
65	0.801525169	0.813520889	64
66	0.920349542	0.803118495	66
67	0.989654901	0.795606807	68
68	0.674537202	0.78294538	70
69	0.982664292	0.778014503	72
70	0.788191281	0.766229191	74
71	0.85072907	0.760358484	76
72	0.877285963	0.743303831	78
73	0.794005627	0.735429718	81
74	0.974686744	0.726481022	83
75	0.851696847	0.721654068	85
76	0.899302248	0.706498195	87
77	0.680553763	0.699152803	90
78	0.836613253	0.692151295	92
79	0.813574827	0.681101497	95
80	0.882189767	0.676712256	97
81	0.774839145	0.665922042	100
82	0.752995576	0.657943336	102
83	0.884620892	0.649187635	105
84	0.729144222	0.643308892	107
85	0.764865524	0.632398523	110
86	0.734964598	0.624702827	112
87	0.882489314	0.618914453	115
88	0.849778616	0.608649009	118
89	0.805438744	0.602269447	121
90	0.825016507	0.592095879	123
91	0.689580965	0.588943823	126
92	0.910122684	0.578620854	129
93	0.578247189	0.573913875	132
94	0.886493436	0.563817495	135
95	0.582838728	0.558636481	138
96	0.697348683	0.551518761	141
97	0.542712921	0.541732844	144
98	0.592466767	0.540825039	147
99	0.71797408	0.529426422	150
100	0.714242971	0.523149197	153
101	0.661870163	0.517940123	156
102	0.740422764	0.513035659	159
103	0.71856846	0.505895542	162
104	0.636685354	0.497547487	165
105	0.608376088	0.492831152	169
106	0.611955276	0.488094953	172
107	0.521778471	0.482359508	175
108	0.801844963	0.47583011	178
109	0.744657712	0.470881833	182
110	0.807638	0.466500775	185
111	0.719921013	0.46081652	189
112	0.885275949	0.454362973	192
113	0.57920008	0.448389267	196
114	1.077384529	0.44412555	199
115	0.55671997	0.436978066	203
116	0.765280062	0.434130333	206
117	1.086356476	0.42858824	210
118	0.929232815	0.424790593	213
119	0.556971186	0.419220382	217
120	0.627831068	0.413590924	221
121	0.552650769	0.407980798	225
122	0.512142889	0.404498527	228
123	0.683895084	0.399764026	232
124	0.796509179	0.395537399	236
125	0.685865348	0.388978096	240
126	0.829282178	0.387391973	244
127	0.709997062	0.383969549	248
128	0.545967356	0.376078095	252
129	0.727385182	0.372806937	256
130	0.761387346	0.370926033	260
131	0.747026843	0.366108449	264
